combined,sentiment
This is my family's favourite Cedele outlet because it is bigger and getting a table on a Sat morning is easier. My favourite eat here is the full works breakfast set. Adding on a piece if carrot cake would be perfect for me,5
"They have a set meal: soup, mains, and dessert for S$28++. I had a mushroom soup, pasta with fish in lemongrass sauce, and two scoops of ice cream with oat cookies. Overall, very good.",4
"Food was mediocre. Somehow, was not like before. I prefer other branch now. Staff was polite enough. Will take a while before I return.",2
"Terribly understaffed-waited an hour for food to come(everything at once)
Went to the counter to give our order but they kept telling us to return to our seats; Said they'd take it there but they never came
Food was so-so",1
"Childs Hamburger. Half pattie (not even sliced horizontaly, it was broken in half.) Half a slice of cheese. Cold sweet potato fries.
""GOURMET"" Steak sandwich. 5 thin and totally inedible  raw slices of beef …",1
Cozy place inside the shopping mall...nice chai beetroot latte,4
Great food and ambience. We were a bit neglected though. We weren't given utensils and service waters unlike the tables that sat before and after us.,4
Consistently good and in a nice area on Orchard. They're are countless franchises around here but this is one of my favourites. I but more expensive than the smaller version in your local mall but still reasonable. Recommended,5
Worst service I had in Singapore. Waiters were rude and barely spoke English. Slow service at lunch tine and thy refused to split the bill... my last time there,1
"Always loved eating here.  Food's great, well prepared, service is efficient and good, ambience pleasant.  Especially love their burgers! 😋� …",5
"Staff's were friendly & polite & they greet their customer's & smile @ them and made customer's feel like their welcomed into the store unlike other cafe's food's & drink's were great & great view's from both side's of the window's , cosy & relaxing and cooling.",5
I like how spacious the place is to dine in at if you want to find a not crowded place to hang out with your friends.,4
Nice cafe for gathering with friends,4
Great place. Personal favorite - beef bacon works sandwich on round rye or pumpkin bread. Looks like a burger and tastes better than many burgers in town.,5
Waited half an hour for our food absolutely no apology from their staff. When the food finally came it was the wrong order. We had to go back to work so left with no lunch. Pathetic!,1
"I had hot drinks and cake. Service was not professional, service staff needs training.",2
Lovely dinning atmosphere and good service. Food is nice,4
Cedele's Chocolate Banana Espresso Cake. 1 is never enough.� …,5
"Great place for a snack and coffee with views of Orchard Road. A change from Starbucks and the like;  prices reasonable, table service.",5
Food was nice. Like this place. Just feel uncomfortable with staff member. Services change each time...,3
"Experienced an understaffed situation, the food we ordered looked better than it tasted. Not too bad overall but expected better.",3
"Not my first, but definitely my last visit to this outlet. Poor service and poor food quality, what a pity, they used to be decent.",2
Too expensive for its quality and poor service.,2
"Unlike other cedele outlets, have to pay service charge at this outlet, but service slower than the other outlets. Did not provide serviette.",2
A moderately chill place where one can see Orchard Ion from window. Menu is generally decent;,3
A monthly lunch meeting venue. No issues with food or staffing just a shame not see more diners guess sign of the Covid times,4
"Food was good, service was a little sloppy (confusing body language on where to sit, had to get my own baby chair) but it's understandable given the heavy weekend crowd",4
"Unlike the other cedeles which are more quick takeaways ,this is a proper sit down restaurant and a great selection of healthy food.the vegetarian ravioli is yumm.",4
Nice and quiet place. High tea quite steel.  Tea time set is affordable,4
"Food pretty good. But there always seem to have a lack of staff, quite difficult to call for staff.",3
"Great food, service. Never fails to be one of our top places to eat at every weekend.",5
Loved the Vegan Falafel burger. One of the best I've had in a long time.,5
"Nice food, nice ambient.",4
"ordered salad ""take away"" and got spoiled avocado. Do they reaaly not care about returning customers???",1
Very nice food!!!!,5
"Like it’s counterpart at Great World, absolutely appalling service. Food isn’t bad if you can ever get it.",4
Had the pumpkin n avocado salad. Yummy!!  Service was good too.,5
"It is located conveniently at Wheelock Place, good for a break from shopping, or get a good wholesome healthy meal, which tastes fantastic.",4
Good Food and nice cakes. Service has improved and pleased with the service.,4
"Just stay away from the French Toast($16), they were cold and soggy, the toast were probably prepared in a batch before hand and not made on the spot when you order.",2
Enjoy the ambience here much. good for dates,4
"Missed the yummy food and good membership bonuses, now it's all gone its really gone down the drain.",2
Food is delicious.  The pasta arrabiata is fresh and spicy.,4
Service is very poor at the cafe.  Had to chase people down to make an order.,2
Healthy dining at decent prices. Always a local fave .,4
"Very nice bread, breakfast is tasty and quite reasonable prices.",5
Good food and drinks,4
"Cozy environment. Serve drinks, pastry, cakes n Western food.",4
Bad coffee. Don’t even try.,1
I love the cakes and  loaf of bread there!,5
The best of the Cedele's in town! Great service!,5
Salad was really bad quality! Don't try,1
Nice ambience. Not so crowded even on weekend.,4
We ate carrot cake and coffees here. Relaxing place.,5
Nice atmosphere .... But service very slow,3
My Mrs & my favourite hangout! Never disappoints..,5
